OverallStatus,Status,Hiretype,RecruiterGPN,Title,Age,Original State,PinCode,Source,Department,IT,Joining Center,Facility,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided,ExpectedJoiningDate,ActualJoiningDate,Target,dum_hiretype,dum_rec,dum_title,date,date1,dum_State,dum_Source,dum_Department,dum_Joining_Center,dum_Rank,dummy_IsRotationalShift,dum_Qual,joiningmonth
Joined,OfferAccepted,New Employee,XE020M38015,0,28.10958904,Karnataka,560072,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.19,0,0,0,1,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,1,27.89315068,West Bengal,700008,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.15,0,1,0,1,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,1,0,1,1
OfferDeclined,OfferDeclined,New Employee,XE020M38015,0,26.29863014,Tamil Nadu,600028,EMPLOYEE REFERRAL,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.13,0,0,0,1,0,25-02-2019,NA,0,1,1,NA,16-10-2019,16-10-2019 05:30,2,1,2,3,1,0,1,2
Joined,OfferAccepted,New Employee,XE020M38015,0,29.19178082,Kerala,686141,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.24,0,1,0,1,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,3,1,2,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M22317,1,23.23835616,Karnataka,560090,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,14-01-2019,14-01-2019,1,1,10,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M22317,0,23.31506849,Andhra Pradesh,516269,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,1,0,1,0,31-12-2018,31-12-2018,1,1,10,NA,16-10-2019,16-10-2019 05:30,4,3,1,1,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M22317,0,26.35342466,Karnataka,560037,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.46,0,0,0,1,0,31-12-2018,31-12-2018,1,1,10,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M22317,1,26.05479452,Karnataka,560082,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,31-12-2018,31-12-2018,1,1,10,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M22317,0,26.15342466,Andhra Pradesh,518003,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0,0,1,0,0,0,31-12-2018,31-12-2018,1,1,10,NA,16-10-2019,16-10-2019 05:30,4,1,1,1,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M22317,1,29.08767123,West Bengal,700020,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.52,0,0,0,1,0,04-03-2019,04-03-2019,1,1,10,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,2,0,1,3
OfferDeclined,OfferDeclined,New Employee,XE020M22317,1,27.91506849,West Bengal,700046,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.25,0,1,0,1,0,04-03-2019,NA,0,1,10,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,1,0,1,3
Joined,OfferAccepted,New Employee,XE020M22317,1,27.0109589,West Bengal,700079,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.22,0,1,0,1,0,25-02-2019,25-02-2019,1,1,10,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,1,0,1,2
Joined,OfferAccepted,New Employee,XE020M22317,1,30.52054795,West Bengal,700054,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.32,0,1,0,1,0,04-03-2019,04-03-2019,1,1,10,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,2,0,1,3
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,29.47671233,Andhra Pradesh,500090,CONSULTANCY,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,0.11,0,1,0,1,0,15-04-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,4,2,1,2,2,0,1,4
Joined,OfferAccepted,New Employee,XE020M42382,1,30.58630137,Andhra Pradesh,500084,CONSULTANCY,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,0.17,0,1,0,1,0,22-04-2019,22-04-2019,1,1,2,NA,16-10-2019,16-10-2019 05:30,4,2,1,2,2,0,1,4
Joined,OfferAccepted,Transfer,XE020M38015,0,26.61369863,Karnataka,560047,GDS LEAP,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0,0,0,0,0,0,01-01-2019,01-01-2019,1,3,1,NA,16-10-2019,16-10-2019 05:30,1,5,1,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,1,24.93150685,Karnataka,562125,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0,0,0,0,0,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,1,21.96712329,Karnataka,560090,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0,0,0,0,0,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,0,22.13424658,Gujarat,560038,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0,0,0,0,0,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,9,1,2,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,1,24.04657534,Karnataka,560045,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0,0,0,0,0,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M42382,1,33.50136986,West Bengal,700059,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.28,0,1,0,1,0,01-04-2019,01-04-2019,1,1,2,NA,16-10-2019,16-10-2019 05:30,5,1,1,1,2,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,30.01369863,West Bengal,700061,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.27,0,1,0,1,0,25-02-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,5,2,1,1,2,0,1,2
Joined,OfferAccepted,New Employee,XE020M42382,0,32.32876712,Telangana,500084,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.19,0,1,0,1,0,11-02-2019,11-02-2019,1,1,2,NA,16-10-2019,16-10-2019 05:30,9,2,1,1,2,0,1,2
Joined,OfferAccepted,New Employee,XE020M32824,0,25.04931507,Karnataka,560019,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.28,0,0,0,1,0,07-01-2019,07-01-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,1
OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,25.1260274,West Bengal,700061,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.36,0,1,0,1,0,04-03-2019,NA,0,1,4,NA,16-10-2019,16-10-2019 05:30,5,2,4,1,1,0,1,3
OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,26.49863014,West Bengal,741101,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.25,0,1,0,1,0,01-04-2019,NA,0,1,4,NA,16-10-2019,16-10-2019 05:30,5,2,4,1,1,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M39949,1,23.97808219,Karnataka,560010,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.43,0,0,0,1,0,07-01-2019,NA,0,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,5,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,1,23.74246575,Tamil Nadu,600063,EMPLOYEE REFERRAL,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0,0,0,0,0,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,2,1,2,3,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M39949,0,31.37534247,West Bengal,741235,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.35,0,1,0,1,0,04-03-2019,04-03-2019,1,1,4,NA,16-10-2019,16-10-2019 05:30,5,3,4,1,2,0,1,3
Joined,OfferAccepted,New Employee,XE020M22317,1,26.09315068,Tamil Nadu,600092,PORTAL,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.25,0,1,0,1,0,25-02-2019,25-02-2019,1,1,10,NA,16-10-2019,16-10-2019 05:30,2,3,7,1,1,0,1,2
Joined,OfferAccepted,New Employee,XE020M38015,1,24.12054795,Karnataka,560078,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.39,0,0,0,1,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,1,20.64383562,Karnataka,560033,CAMPUS,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,14-01-2019,14-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,1,4,1,1,3,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,1,19.94520548,Karnataka,560097,CAMPUS,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,14-01-2019,14-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,1,4,1,1,3,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,0,23.88219178,Karnataka,560045,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,14-01-2019,14-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,1,4,2,1,3,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,0,23.77534247,Karnataka,560015,CAMPUS,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,14-01-2019,14-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,1,4,1,1,3,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,1,22.15342466,Karnataka,560097,CAMPUS,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,14-01-2019,14-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,1,4,1,1,3,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,0,20.41643836,Karnataka,560045,CAMPUS,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,21-01-2019,21-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,1,4,1,1,3,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,1,20.19178082,Karnataka,560025,CAMPUS,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,21-01-2019,21-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,1,4,1,1,3,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,0,19.44109589,Tamil Nadu,600084,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,14-01-2019,14-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,3,0,1,1
Joined,OfferAccepted,New Employee,XE020M24041,0,22.84383562,Tamil Nadu,600073,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,14-01-2019,14-01-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,3,0,1,1
Joined,OfferAccepted,Re hire,XE020M38015,1,23.2109589,Tamil Nadu,600061,EMPLOYEE REFERRAL,GCR,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.07,0,0,0,1,0,14-01-2019,14-01-2019,1,2,1,NA,16-10-2019,16-10-2019 05:30,2,1,1,3,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M32824,0,24.89589041,Karnataka,560097,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.24,0,0,0,1,0,28-01-2019,28-01-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,1
Joined,OfferAccepted,Re hire,XE020M22317,0,30.63835616,Andhra Pradesh,500089,EMPLOYEE REFERRAL,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.25,0,0,0,1,0,11-03-2019,11-03-2019,1,2,10,NA,16-10-2019,16-10-2019 05:30,4,1,8,1,2,0,1,3
Joined,OfferAccepted,New Employee,XE020M32824,1,31.8109589,Karnataka,560037,PORTAL,Tax Law Services,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.23,0,0,0,1,0,18-03-2019,18-03-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,3,8,1,2,0,1,3
Joined,OfferAccepted,New Employee,XE020M38015,0,25.21643836,Karnataka,560019,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,TRUE,2,Post Grad,0,0,0.26,0,0,0,1,0,04-03-2019,04-03-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,3
Joined,OfferAccepted,New Employee,XE020M38015,0,27.12328767,Karnataka,560017,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,14-01-2019,14-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M51545,0,29.24383562,Karnataka,560035,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.28,0,0,0,1,0,07-01-2019,07-01-2019,1,1,7,NA,16-10-2019,16-10-2019 05:30,1,1,4,1,2,0,1,1
Joined,OfferAccepted,New Employee,XE020M32824,1,27.3260274,Karnataka,560069,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,21-01-2019,21-01-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M32824,1,24.02191781,Karnataka,560073,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,14-01-2019,14-01-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M51545,0,34.36712329,Karnataka,560054,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.36,0,0,0,1,0,25-03-2019,25-03-2019,1,1,7,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,2,0,1,3
Joined,OfferAccepted,New Employee,XE020M32824,0,37.09589041,Karnataka,560076,EMPLOYEE REFERRAL,Tax Operation Support,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,14-01-2019,14-01-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,8,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE021305129,1,25.1890411,Kerala,682001,EMPLOYEE REFERRAL,MENA,0,Kochi,KOC Carnival2/All Entities/SEZ,44,TRUE,2,Post Grad,0,0,1,0,0,0,1,0,31-12-2018,31-12-2018,1,1,14,NA,16-10-2019,16-10-2019 05:30,3,1,8,4,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M51545,1,27.67671233,Kerala,686540,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.21,0,0,0,1,0,31-12-2018,31-12-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,3,1,2,1,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M51545,0,22.23561644,Karnataka,560005,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,31-12-2018,31-12-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M51545,0,28.38630137,Karnataka,560050,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,31-12-2018,31-12-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M51545,0,22.09863014,Karnataka,560022,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,31-12-2018,31-12-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,12
Joined,OfferAccepted,New Employee,XE020M39949,0,28.4109589,Karnataka,560029,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.35,0,0,0,1,0,14-01-2019,14-01-2019,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,2,4,1,2,0,1,1
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,28.30958904,New Delhi,110021,EMPLOYEE REFERRAL,Indirect,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,0.2,0,0,0,1,0,28-01-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,6,1,5,2,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M42382,0,28.44383562,Haryana,122006,EMPLOYEE REFERRAL,Indirect,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,0.14,0,0,0,1,0,18-02-2019,18-02-2019,1,1,2,NA,16-10-2019,16-10-2019 05:30,7,1,5,2,1,0,1,2
Joined,OfferAccepted,New Employee,XE020M39949,0,33.10410959,Karnataka,560078,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.28,0,0,0,1,0,11-03-2019,11-03-2019,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,2,4,1,2,0,1,3
Joined,OfferAccepted,Re hire,XE020M38015,1,24.74520548,Haryana,160036,PORTAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,0,0,1,0,0,0,21-01-2019,21-01-2019,1,2,1,NA,16-10-2019,16-10-2019 05:30,7,3,1,2,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M22317,0,27.66575342,Uttar Pradesh,211011,EMPLOYEE REFERRAL,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.29,0,1,0,1,0,11-03-2019,11-03-2019,1,1,10,NA,16-10-2019,16-10-2019 05:30,9,1,8,1,2,0,1,3
Joined,OfferAccepted,New Employee,XE020M22317,0,31.47945205,Andhra Pradesh,500049,PORTAL,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.29,0,1,0,1,0,11-03-2019,11-03-2019,1,1,10,NA,16-10-2019,16-10-2019 05:30,4,3,7,1,2,0,1,3
Joined,OfferAccepted,New Employee,XE020M38015,1,23.50684932,Rajasthan,302012,EMPLOYEE REFERRAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,0.31,0,0,0,1,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,9,1,1,2,1,0,1,1
OfferDeclined,OfferDeclined,New Employee,XE020M38015,1,26.00821918,New Delhi,110018,PORTAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,0.17,0,0,0,1,0,07-01-2019,NA,0,1,1,NA,16-10-2019,16-10-2019 05:30,6,3,1,2,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,0,22.05479452,New Delhi,110034,EMPLOYEE REFERRAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,6,1,1,2,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,0,29.77808219,Haryana,211003,PORTAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,14-01-2019,14-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,7,3,1,2,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,1,26.15890411,New Delhi,110087,EMPLOYEE REFERRAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,1,0,1,0,0,0,1,0,21-01-2019,21-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,6,1,1,2,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,0,23.31506849,New Delhi,110034,PORTAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,14-01-2019,14-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,6,3,1,2,1,0,1,1
OfferDeclined,OfferDeclined,New Employee,XE020M00201,1,36.48493151,Karnataka,560087,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,0.18,0,0,0,1,0,04-02-2019,NA,0,1,14,NA,16-10-2019,16-10-2019 05:30,1,2,2,1,4,0,1,2
Joined,OfferAccepted,New Employee,XE020M38015,0,23.22191781,Uttar Pradesh,282005,PORTAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,14-01-2019,14-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,9,3,1,2,1,0,1,1
OfferDeclined,OfferDeclined,New Employee,XE020M38015,0,24.79178082,New Delhi,110032,PORTAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,0.25,0,0,0,1,0,21-01-2019,NA,0,1,1,NA,16-10-2019,16-10-2019 05:30,6,3,1,2,1,0,1,1
Joined,OfferAccepted,Re hire,XE020M38015,1,25.97808219,Karnataka,560076,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.08,0,0,0,1,0,14-01-2019,14-01-2019,1,2,1,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,0,24.61917808,Karnataka,560029,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,04-02-2019,04-02-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,2
OfferDeclined,OfferDeclined,New Employee,XE020M38015,1,26.44383562,Karnataka,560095,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,07-01-2019,NA,0,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M38015,0,30.46027397,Karnataka,560017,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,11-02-2019,11-02-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,2
Joined,OfferAccepted,New Employee,XE020M38015,0,23.87671233,Karnataka,560030,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,07-01-2019,07-01-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,1
Joined,OfferAccepted,New Employee,XE020M32824,1,29.98082192,Karnataka,560043,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.24,0,0,0,1,0,04-03-2019,04-03-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,3
