OverallStatus,Status,Hiretype,RecruiterGPN,Title,Age,Original State,PinCode,Source,Department,IT,Joining Center,Facility,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided,ExpectedJoiningDate,ActualJoiningDate,Target,dum_hiretype,dum_rec,dum_title,date,date1,dum_State,dum_Source,dum_Department,dum_Joining_Center,dum_Rank,dummy_IsRotationalShift,dum_Qual,joiningmonth
Joined,OfferAccepted,New Employee,XE020M36003,1,24.96164384,Kerala,683101,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,3,4,2,1,1,0,1,7
OfferDeclined,OfferDeclined,New Employee,XE020M42382,1,31.52328767,Karnataka,560096,CONSULTANCY,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,0.19,0,0,0,1,0,16-07-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,1,2,5,1,1,0,2,7
Joined,OfferAccepted,Re hire,XE020M36003,1,21.4630137,Tamil Nadu,600094,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,2,6,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M42382,0,29.25479452,Karnataka,560066,CONSULTANCY,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,0.37,0,0,0,1,0,24-09-2018,24-09-2018,1,1,2,NA,16-10-2019,16-10-2019 05:30,1,2,5,1,2,0,2,9
Joined,OfferAccepted,New Employee,XE020M42382,1,27.97534247,Karnataka,560038,PORTAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,0.3,0,0,0,1,0,23-07-2018,23-07-2018,1,1,2,NA,16-10-2019,16-10-2019 05:30,1,3,5,1,2,0,2,7
Joined,OfferAccepted,New Employee,XE020M39949,0,27.87945205,Karnataka,571201,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,23-07-2018,23-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,5,1,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M32824,1,25.16438356,Karnataka,560076,EMPLOYEE REFERRAL,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,MBA,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,8,1,1,0,3,7
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,45.02465753,Karnataka,560043,PORTAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Grad,0,0,0.35,0,0,0,1,1,17-09-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,1,3,5,1,4,0,2,9
Joined,OfferAccepted,New Employee,XE020M36003,1,24.92328767,Tamil Nadu,600115,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,01-10-2018,01-10-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,1,0,1,10
Joined,OfferAccepted,New Employee,XE020M36003,1,22.04383562,Karnataka,560007,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,05-11-2018,05-11-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,1,4,2,1,1,0,2,11
Joined,OfferAccepted,New Employee,XE020M36003,1,23.69589041,Tamil Nadu,600101,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,01-10-2018,01-10-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,1,0,1,10
Joined,OfferAccepted,New Employee,XE020M36003,1,24.49041096,Kerala,682013,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,01-10-2018,01-10-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,3,4,2,3,1,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M36003,1,22.58630137,Uttar Pradesh,201010,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,05-11-2018,NA,0,1,6,NA,16-10-2019,16-10-2019 05:30,9,4,2,1,1,0,2,11
Joined,OfferAccepted,New Employee,XE020M36003,1,23.4739726,Tamil Nadu,600019,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,MBA,0,0,1,0,0,0,1,0,01-10-2018,01-10-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,1,0,3,10
Joined,OfferAccepted,New Employee,XE020M36003,0,22.19726027,Kerala,686001,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,05-11-2018,05-11-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,3,4,2,1,1,0,2,11
Joined,OfferAccepted,New Employee,XE020M36003,0,22.81369863,Kerala,686101,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,05-11-2018,05-11-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,3,4,2,1,1,0,2,11
Joined,OfferAccepted,New Employee,XE020M36003,1,23.34246575,Tamil Nadu,600033,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,MBA,0,0,1,0,0,0,1,0,01-10-2018,01-10-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,1,0,3,10
Joined,OfferAccepted,New Employee,XE020M36003,1,21.33972603,Kerala,678501,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,01-10-2018,01-10-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,3,4,2,1,1,0,2,10
Joined,OfferAccepted,New Employee,XE020M36003,1,22.36438356,Uttar Pradesh,226021,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,05-11-2018,05-11-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,9,4,2,1,1,0,2,11
OfferDeclined,OfferDeclined,New Employee,XE020M36003,1,21.55342466,Tamil Nadu,600049,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,05-11-2018,NA,0,1,6,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,1,0,2,11
Joined,OfferAccepted,New Employee,XE020M36003,1,21.97534247,Tamil Nadu,600059,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,05-11-2018,05-11-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,2,4,2,3,1,0,2,11
Joined,OfferAccepted,New Employee,XE020M36003,0,22.89863014,Kerala,685507,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,01-10-2018,01-10-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,3,4,2,1,1,0,2,10
Joined,OfferAccepted,New Employee,XE020M36003,1,22.04383562,Kerala,673528,CAMPUS,PAS,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,05-11-2018,05-11-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,3,4,2,3,1,0,2,11
Joined,OfferAccepted,New Employee,XE020M51545,1,37.36164384,Karnataka,560038,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Grad,0,0,0.52,0,0,0,1,0,27-08-2018,27-08-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,1,2,2,1,4,0,2,8
Joined,OfferAccepted,New Employee,XE020M36003,0,21.24931507,Karnataka,560077,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Grad,0,0,1,0,0,1,1,0,16-07-2018,16-07-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,1,4,2,1,3,0,2,7
Joined,OfferAccepted,New Employee,XE020M36003,0,21.33150685,Karnataka,560045,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Grad,0,0,1,0,0,1,1,0,16-07-2018,16-07-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,1,4,2,1,3,0,2,7
Joined,OfferAccepted,New Employee,XE020M36003,1,23.2109589,Karnataka,560010,CAMPUS,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,MBA,0,0,1,0,0,1,1,0,16-07-2018,16-07-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,1,4,7,1,3,0,3,7
Joined,OfferAccepted,New Employee,XE020M36003,0,21.49041096,Karnataka,560079,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Grad,0,0,1,0,0,1,1,0,16-07-2018,16-07-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,1,4,2,1,3,0,2,7
Joined,OfferAccepted,New Employee,XE020M36003,0,21.06849315,Kerala,676503,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Grad,0,0,1,0,0,1,1,0,16-07-2018,16-07-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,3,4,2,1,3,0,2,7
Joined,OfferAccepted,New Employee,XE020M36003,0,24.19178082,Karnataka,560083,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,MBA,0,0,1,0,0,1,1,0,16-07-2018,16-07-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,1,4,2,1,3,0,3,7
Joined,OfferAccepted,New Employee,XE020M32824,1,24.39178082,Karnataka,560033,WALK-IN,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,5,8,1,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M39949,1,30.76712329,Karnataka,560037,PORTAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,5,1,1,0,1,7
Joined,OfferAccepted,New Employee,XE020M39949,1,24.73150685,Karnataka,560066,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,5,1,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M39949,1,22.70410959,Karnataka,560048,PORTAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,5,1,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M36003,1,22.04109589,Tamil Nadu,641041,CAMPUS,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,06-08-2018,06-08-2018,1,1,6,NA,16-10-2019,16-10-2019 05:30,2,4,2,1,1,0,2,8
Joined,OfferAccepted,New Employee,XE020M39949,0,24.49041096,Kerala,676301,PORTAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,3,3,5,1,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M39949,1,21.24383562,Andhra Pradesh,500055,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,02-07-2018,02-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,4,1,5,1,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M51545,1,28.94794521,West Bengal,700006,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.68,0,0,0,1,0,03-09-2018,03-09-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,5,2,2,1,2,0,1,9
Joined,OfferAccepted,New Employee,XE020M51545,0,26.11506849,West Bengal,713212,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,1,0,0.7,0,0,0,1,0,03-09-2018,03-09-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,5,2,2,1,2,0,2,9
Joined,OfferAccepted,New Employee,XE020M51545,1,28.38082192,West Bengal,711102,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,MBA,1,0,0.57,0,0,0,1,0,03-09-2018,03-09-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,5,2,2,1,2,0,3,9
OfferDeclined,OfferDeclined,New Employee,XE020M32824,0,29.81369863,West Bengal,712233,CONSULTANCY,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,CA,1,0,0.37,0,1,0,1,0,22-10-2018,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,5,2,8,1,2,0,4,10
OfferDeclined,OfferDeclined,New Employee,XE020M32824,1,28.43835616,West Bengal,711112,CONSULTANCY,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,MBA,1,0,0.48,0,1,0,1,0,29-10-2018,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,5,2,8,1,2,0,3,10
Joined,OfferAccepted,Re hire,XE021301732,0,29.79178082,Kerala,682017,EMPLOYEE REFERRAL,MENA,0,Kochi,KOC Carnival2/All Entities/SEZ,44,TRUE,2,MBA,1,0,-0.14,0,0,0,1,0,27-08-2018,27-08-2018,1,2,14,NA,16-10-2019,16-10-2019 05:30,3,1,8,4,1,0,3,8
Joined,OfferAccepted,New Employee,XE020M39949,1,31.26849315,Karnataka,560037,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.33,0,0,0,1,0,08-10-2018,08-10-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,4,1,1,0,1,10
Joined,OfferAccepted,New Employee,XE020M51545,0,29.02739726,West Bengal,700013,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,1,0,0.57,0,0,0,1,0,24-09-2018,24-09-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,5,2,2,1,1,0,2,9
Joined,OfferAccepted,New Employee,XE020M42382,0,26.58082192,Haryana,122004,CONSULTANCY,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Grad,0,0,0.12,0,0,0,1,0,10-09-2018,10-09-2018,1,1,2,NA,16-10-2019,16-10-2019 05:30,7,2,1,2,2,0,2,9
Joined,OfferAccepted,New Employee,XE020M32654,1,33.46575342,Kerala,683561,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,MBA,1,0,0.25,0,0,0,1,0,15-10-2018,15-10-2018,1,1,9,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,3,10
OfferDeclined,OfferDeclined,New Employee,XE020M32654,0,30.69863014,Kerala,678702,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,MBA,1,0,0.31,0,0,0,1,0,17-09-2018,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,3,9
Joined,OfferAccepted,New Employee,XE020M32654,1,28.15890411,Kerala,689510,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,Post Grad,1,0,0.31,0,0,0,1,0,17-09-2018,17-09-2018,1,1,9,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,1,9
OfferDeclined,OfferDeclined,New Employee,XE021306642,1,31.8739726,Kerala,683572,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,Grad,1,0,0.25,0,0,0,1,0,17-09-2018,NA,0,1,11,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,2,9
Joined,OfferAccepted,New Employee,XE020M32654,1,28.46575342,Kerala,682018,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,Post Grad,1,0,0.35,0,0,0,1,0,17-09-2018,17-09-2018,1,1,9,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,1,9
Joined,OfferAccepted,New Employee,XE020M42382,0,31.17808219,Karnataka,560100,CONSULTANCY,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,MBA,0,0,0.22,0,0,0,1,0,23-07-2018,23-07-2018,1,1,2,NA,16-10-2019,16-10-2019 05:30,1,2,5,1,1,0,3,7
OfferDeclined,OfferDeclined,New Employee,XE020M32654,0,38.68493151,Kerala,683112,PORTAL,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,32,FALSE,2,Grad,1,0,0.31,0,1,0,1,0,17-09-2018,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,3,3,3,4,4,0,2,9
Joined,OfferAccepted,New Employee,XE020M32824,1,29.05205479,Karnataka,560097,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,0.21,0,0,0,1,0,10-09-2018,10-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,2,9
Joined,OfferAccepted,New Employee,XE020M39949,0,27.15342466,Kerala,691333,EMPLOYEE REFERRAL,Tax - TTT,1,Trivandrum,TVM Drishya/All Entities/SEZ,44,FALSE,2,Grad,0,0,0.38,0,0,0,1,0,16-07-2018,16-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,3,1,4,4,1,0,2,7
Joined,OfferAccepted,Re hire,XE020M32824,1,27.70958904,Karnataka,560086,EMPLOYEE REFERRAL,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,MBA,1,0,0.13,0,0,0,1,0,16-07-2018,16-07-2018,1,2,3,NA,16-10-2019,16-10-2019 05:30,1,1,8,1,1,0,3,7
Joined,OfferAccepted,New Employee,XE020M42382,0,35.57808219,Maharashtra,400610,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,0.46,0,0,0,1,0,10-09-2018,10-09-2018,1,1,2,NA,16-10-2019,16-10-2019 05:30,9,2,2,1,4,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,0,29.09315068,Orissa,760004,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,0.23,0,0,0,1,0,17-09-2018,17-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,9,3,4,1,2,0,2,9
Joined,OfferAccepted,New Employee,XE020M39949,0,29.2630137,Karnataka,560037,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,0.22,0,0,0,1,0,10-09-2018,10-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,4,1,2,0,2,9
Joined,OfferAccepted,New Employee,XE020M32824,1,25.64657534,Karnataka,560037,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,MBA,0,0,0.23,0,0,0,1,0,06-08-2018,06-08-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,3,8
Joined,OfferAccepted,New Employee,XE020M39949,0,28.08219178,Karnataka,560043,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,0.33,0,0,0,1,0,13-08-2018,13-08-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,4,1,2,0,2,8
Joined,OfferAccepted,New Employee,XE020M32824,0,28.83835616,Andhra Pradesh,411017,CONSULTANCY,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.33,0,0,0,1,0,24-09-2018,24-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,4,2,8,1,2,0,1,9
Joined,OfferAccepted,New Employee,XE020M32824,0,34.77534247,Andhra Pradesh,500084,EMPLOYEE REFERRAL,PCS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,1,0,0.31,0,1,0,1,0,22-10-2018,22-10-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,4,1,8,1,2,0,2,10
Joined,OfferAccepted,New Employee,XE020M51545,1,32.88767123,Karnataka,560041,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,0.41,0,0,0,1,0,23-07-2018,23-07-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,2,0,2,7
Joined,OfferAccepted,New Employee,XE020M51545,0,29.00821918,Andhra Pradesh,500084,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,1,0,0.44,0,0,0,1,0,24-09-2018,24-09-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,4,1,2,1,2,0,2,9
Joined,OfferAccepted,New Employee,XE020M39949,0,28.22739726,Karnataka,560050,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,23-07-2018,23-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,5,1,1,0,2,7
OfferDeclined,OfferDeclined,New Employee,XE020M32824,0,23.32876712,Karnataka,560068,CAMPUS,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,30-07-2018,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,1,4,1,1,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M32824,0,27.75342466,Karnataka,560090,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,0.27,0,0,0,1,0,24-09-2018,24-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,2,1,1,1,0,2,9
Joined,OfferAccepted,New Employee,XE020M38015,1,30.51780822,Karnataka,560071,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,0.23,0,0,0,1,0,30-07-2018,30-07-2018,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,2,7
Joined,OfferAccepted,New Employee,XE020M51545,1,23.40821918,Karnataka,56006,WALK-IN,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,1,0,0,0,1,0,06-08-2018,06-08-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,1,5,4,1,1,0,2,8
Joined,OfferAccepted,New Employee,XE020M39949,1,25.66575342,Telangana,500011,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,30-07-2018,30-07-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,9,1,6,1,1,0,1,7
Joined,OfferAccepted,Re hire,XE020M38015,0,28.02739726,Karnataka,560043,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,MBA,1,0,0.19,0,0,0,1,0,30-07-2018,30-07-2018,1,2,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,3,7
Joined,OfferAccepted,Re hire,XE020M38015,0,27.51506849,Karnataka,560036,PORTAL,Tax Experience Management Team,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,1,0,0,0,0,0,0,0,30-07-2018,30-07-2018,1,2,1,NA,16-10-2019,16-10-2019 05:30,1,3,8,1,1,0,2,7
OfferDeclined,OfferDeclined,New Employee,XE020M39949,1,38.76438356,Maharashtra,400058,PORTAL,Tax - TTT,1,Bangalore,BLR Garnet/EYLLP/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,0,0,0,0,0,0,23-07-2018,NA,0,1,4,NA,16-10-2019,16-10-2019 05:30,9,3,4,1,3,0,1,7
OfferDeclined,OfferDeclined,New Employee,XE020M32654,1,37.02739726,Kerala,683573,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,Post Grad,1,0,0.37,0,0,0,1,0,29-10-2018,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M32654,1,29.02465753,Kerala,683501,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,Grad,1,0,0.3,0,0,0,1,0,01-10-2018,01-10-2018,1,1,9,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,2,10
OfferDeclined,OfferDeclined,New Employee,XE020M32654,0,31.44657534,Kerala,683503,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,Post Grad,1,0,0.36,0,0,0,1,0,05-11-2018,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,1,11
OfferDeclined,OfferDeclined,New Employee,XE020M32654,0,32.46027397,Kerala,680684,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,MBA,1,0,0.27,0,1,0,1,0,01-10-2018,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,3,10
Joined,OfferAccepted,New Employee,XE021306642,1,31.25753425,Kerala,673007,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,FALSE,2,MBA,1,0,0.35,0,0,0,1,0,29-10-2018,29-10-2018,1,1,11,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,2,0,3,10
OfferDeclined,OfferDeclined,New Employee,XE021306642,1,26.38082192,Kerala,685505,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,44,FALSE,2,MBA,1,0,0.3,0,0,0,1,0,01-10-2018,NA,0,1,11,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,1,0,3,10
